content,score,at,sentiment
sangat bagus,5,2026-03-17 18:53:43,Positif
"kenapa ya akhir akhir ini susah bahkan ga bisa dapat goride padahal di sekitar map nya banyak berjibun driver.. ngga bisa pick up apa gimana. padahal ngga pake promo Lo, aku tahu pun perasaan driver gimana",5,2026-03-17 18:52:14,Positif
Kenapa aplikasi gijek saya tidak bisa terbuka,1,2026-03-17 18:51:43,Negatif
gak ada akhlak ongkos biasa 30k sekarang naik jadi 100k bppkb ke kmayoran aji mumpung banget..!!! Bajay aja masih 35k,3,2026-03-17 18:49:34,Netral
lama banget nunggunya,1,2026-03-17 18:45:58,Negatif
gampang banget main batal batalin aja,1,2026-03-17 18:43:26,Negatif
gausah heran tapi ini gojek mantul pokoknya,5,2026-03-17 18:38:33,Positif
"driver gojek sekarang pada males"" semua kalo di waktu hujan deres atau lagi berbuka puasa gitu selalu tidak ada yg mau mengambil pesanan.",1,2026-03-17 18:36:48,Negatif
josjis pokoke mantappp 👍👍,5,2026-03-17 18:33:40,Positif
apk ampas driver ga ada sama sekali,1,2026-03-17 18:20:48,Negatif
"sumpah ini app kenapa jadi kek rosokan gini dah, telpon gada tombol nya jdi ngebug,radar nya gajelas,dpt driver susah,driver juga kdng² ngeselin pdhl sini sama² susah nyari nya,telek banget lah",1,2026-03-17 18:16:01,Negatif
orang nya ramah semoga sehat selalu buat Abang nya,5,2026-03-17 18:15:36,Positif
pliss tolong di cepatkan datang gojeknya lama kali aku sampe nunggu setengah jam,1,2026-03-17 18:09:59,Negatif
"aplikasi sampah , banyak bug",1,2026-03-17 18:07:16,Negatif
bagus,5,2026-03-17 18:04:22,Positif
sering di cancel oleh driver. biaya mahal,1,2026-03-17 18:03:30,Negatif
Sangat membantu.. dan sangat mudah,5,2026-03-17 18:00:54,Positif
"makin parah, asli parah banget skrg, goride sm gofood nya. Akhir² ini goride semakin susah dapet driver malah dikasih driver yg lokasi nya jauh, mesen gofood pun lama udh nungguin malah dbatalin berkali².",1,2026-03-17 17:57:47,Negatif
selalu lama mencari orderan,1,2026-03-17 17:57:43,Negatif
"makin kesini makin ke sana ini lama"" aplikasi macam ngk betul, padaha drivernya ada yang dekat, yang jauh malah di kasi teruss lama nunggunya, ujung-ujungnya censel",1,2026-03-17 17:56:21,Negatif
Aplikasi gojek nya tolong di tingkatkan lagi karena setiap hari saya order Driver nya selalu Tiba-tiba Cancel saya🤦,2,2026-03-17 17:54:27,Negatif
kurang baik,1,2026-03-17 17:44:47,Negatif
baik,5,2026-03-17 17:37:21,Positif
"sumpah ya. makin lama makin susah dpt driver. sekali nya dapat malah jauh kali. gilak ni gojek. performa sangat turun sekali. parah, lambat.",1,2026-03-17 17:32:13,Negatif
minta tolong jangan cuek aja DRIVERNYA UDAH TAU INI PENTING!!,1,2026-03-17 17:31:49,Negatif
smg kedepannya bisa sukses Amin ya rabbal alamin tetap semangat,4,2026-03-17 17:27:53,Positif
"sekarang sudah jadi aplikasi SAMPAH, Order gojek nyari driver muter2. padahal di map banyak tertera driver di sekitar, tapi loading lama nyari2 driver, begitu dapat lokasinya sangat jauh nunggunya lama. memangnya driver di sekitar cuma buat pajangan ya.",1,2026-03-17 17:26:48,Negatif
"driver banyak yg belagu sekarang,,pesanan diambil kita dah nunggu lama malah dicancel,,,ajarin lagi drivernya min",2,2026-03-17 17:22:29,Negatif
drivernya banyak yang gak niat,1,2026-03-17 17:22:26,Negatif
"kadang² susah dpt driver dan skalinya dpt driver mlh drivernya brmsalah bngt ngoceh sembarangan dan ga jls, giliran ga digubris mlh marahin custumer",3,2026-03-17 17:21:11,Netral
"ngeselin banget, dalam seminggu min 2 x gak bisa dibuka aplikasinya. harus diunsintal dulu baru download lagi.",1,2026-03-17 17:17:15,Negatif
sangat membantu sekali,5,2026-03-17 17:14:55,Positif
"kembali kan saldo paylater saya ,,saya tidak pernah telat membayar angsuran nya",5,2026-03-17 17:14:11,Positif
👍,5,2026-03-17 17:13:12,Positif
terima kasih sudah dengan sangat ramah mengantarkan kami,5,2026-03-17 17:09:16,Positif
nyaman sudah sampai dengan selamat,5,2026-03-17 17:08:32,Positif
"buat cs gojek, klo mesenin/pesan ride klo badan lu gede pake pilihan layanan comfort lah lu make reguler gak selamanya driver motornya besar, udh gitu gojek buat cansel orderan melebihi kapasitas harus tlp dulu lgi yg dimana makin ribet, jgn bikin ribet driver, klo mao cansel alesan pemilihan layanan gak sesuai harus ditlp sampe diangkat",2,2026-03-17 17:08:25,Negatif
kalau pesen makan sering gk dapet driver,1,2026-03-17 17:05:30,Negatif
"makin hari makin minus, cari driver susah amat, mana pada galak galak lagi kalau pake mode hemat",1,2026-03-17 17:05:06,Negatif
Saat ini sulit sekali mendapatkan driver di layanan gojek & gocar. Entah karena drivernya atau aplikatornya. Kalau sulit sekali begini ya mending naik angkot/ ojek biasa kaya jaman dulu lagi aja gpp.,1,2026-03-17 17:02:38,Negatif
oke,5,2026-03-17 17:01:34,Positif
aplikasi paling bermamfaat,5,2026-03-17 17:00:39,Positif
nyaman bngt punya aplikasi ini,5,2026-03-17 16:58:20,Positif
Lumayan bagus,4,2026-03-17 16:58:01,Positif
baik dan sopan sekali,5,2026-03-17 16:44:02,Positif
Aplikasi GO-JEK sangat bermanfaat,5,2026-03-17 16:42:46,Positif
"Kenapa ya tiap order ,pengemudi nya jaraknya sangat jauh..",1,2026-03-17 16:38:58,Negatif
"perbaikan gak argo lu anjir gojek sekarang, soalnya makin parah",1,2026-03-17 16:33:48,Negatif
"gojek sekarang ini aneh,ganti metode pembayaran gabisa,pilih titik jemput juga susah",1,2026-03-17 16:33:01,Negatif
sangat membantu,5,2026-03-17 16:29:41,Positif
mantap,4,2026-03-17 16:21:38,Positif
mantap,5,2026-03-17 16:17:09,Positif
mantab,5,2026-03-17 16:16:21,Positif
lah susah cari driver pilih² kebanyakan,1,2026-03-17 16:15:28,Negatif
ramah,5,2026-03-17 16:10:16,Positif
"cepat, dan ok pelayanannya",5,2026-03-17 16:09:28,Positif
"Saya selalu pakai GOSEND akhir 2 ini mungkin sudah hampir 2 tahun lebih banyak pakai GOSEND. tapi sekarang kenapa ongkosnya naik. dibandingkan dengan aplikasi Kuning jauh sekali selisih harga. kalo selisih cuman 2 atau 3 ribu masih wajarlah ini mah hampir 100 persen. saya contoh saya pesan dari daerah Sorowajan, Jogja menuju daerah sekitar pasar Ngasem Jogja.. sebelumnya hanya 12 sampai 13 ribu. tapi sekarang malah 20 ribuan. padahal di aplikasi Max-win hanya 11 ribuan. ayolah kalian asli Indo",3,2026-03-17 16:03:29,Netral
"sebenarnya ada g sich driver gosend nya 2x pesan kedua2nya sama cari driver disuruh tunggu 1,5 jm g muncul, dibatalin psn lagi ternyata podoae 🫩",5,2026-03-17 15:51:52,Positif
wes sekarang sulit dapat drivernya males pesen di gojek,1,2026-03-17 15:43:18,Negatif
orang² maruk ama duit,1,2026-03-17 15:37:59,Negatif
baik,4,2026-03-17 15:31:44,Positif
"terbaik , dengan harga yang variatif lebih terjangkau , dan pengoperasian aplikasi mudah dan ga rumit. mantap terus berkembang 👍",5,2026-03-17 15:19:09,Positif
"mantap, kalau bisa kasih promo yg lebih murah lagi",5,2026-03-17 15:17:06,Positif
"tolong ya gojek manusiakan juga mitra anda,,ga usah lah pakai hemat hemat segala emang dikata tu motor mitra ga ada rawatan servis,oli,ban,dll pikirin juga mitra anda jgn cari untung sendiri",2,2026-03-17 15:16:23,Negatif
nyaman dan aman,5,2026-03-17 15:15:54,Positif
sangat membantu dalam hal transportasi urgent,5,2026-03-17 15:11:19,Positif
driver nya ramah tamah,5,2026-03-17 15:02:40,Positif
lama bgt dapat gojek ya,1,2026-03-17 14:48:56,Negatif
"pesanan kurang tidak di bantu, pembayaran full tapi item pembelian tidak lengkap, minta bukti foto harus beraturan padahal sudsh fotokan makanan yg sudah di buka dan malahan sudah di makan sebagian, klo kayak gink aplikasi ini merugikan driver dan custumer pastinya, sudah buat komplen cuman tetep minta foto, klo bisa kirim capture hasil chat dan menu pesanan gw simpan dsini",1,2026-03-17 14:40:32,Negatif
pelayanan cukup memuaskan,5,2026-03-17 14:38:30,Positif
"good job,,,",5,2026-03-17 14:37:27,Positif
oke bagus banget udah manteeeeeewwp baaaangggeeeeeet,5,2026-03-17 14:31:00,Positif
lamban gosendnya,1,2026-03-17 14:04:20,Negatif
mantap,5,2026-03-17 14:04:19,Positif
ok,5,2026-03-17 14:02:13,Positif
ga gerak di driver,1,2026-03-17 14:01:19,Negatif
kenapa para driver sekarang susahnya minta ampun ya? apalagi kalo pesan gofood. tolong kerjasamanya lagi lah,2,2026-03-17 13:57:44,Negatif
bagus baik,5,2026-03-17 13:57:14,Positif
josss,5,2026-03-17 13:45:26,Positif
buseettt pesen ojek aja laaamaaaa benerrrrrrr,3,2026-03-17 13:44:57,Netral
mantap lah pokoknya gojek sangat membantu saya,5,2026-03-17 13:42:24,Positif
Alhamdulillah aplikasi memudahkan dlm aktifitas bepergian. terima kasih,5,2026-03-17 13:41:40,Positif
gojek gofood memudahkanku biar bisa mokel,5,2026-03-17 13:41:23,Positif
"gojek sekarang kejam, kejam ke driver, kejam ke user. harga mahal ga masuk akal. gosend apalagi sameday ga akan di pickup. jahat asli",1,2026-03-17 13:38:46,Negatif
Gosend cepat,4,2026-03-17 13:35:29,Positif
"aplikasi kikir, sengaja berlangganan gojek plus karena banyak promonya, pas udh dibeli zonk gada bedanya make promo atau ga, mau go food pun sama aja make promo atau ga bedanya ga jauh, mndg gausa berlangganan sekalian promonya mirip mirip kek promo biasa, kirain kaya si ijo sebelah promonya real. udh lama si ini baru sempet ubah rating aja",2,2026-03-17 13:32:55,Negatif
pokoknya mantap,5,2026-03-17 13:22:09,Positif
"percuma ada diskon atau promo juga, driver pada ga mau ngambil pas dapet promo 20rb padahal ga jauh2 amat...",2,2026-03-17 13:13:05,Negatif
"susah bgt skrng dapet driver, sekalinya dapet kok driver nya susah di chat hadehhh",1,2026-03-17 13:02:39,Negatif
sangat membantu,5,2026-03-17 12:54:20,Positif
alhamdulillah nga pernah kecewa kalo order gocar,5,2026-03-17 12:21:59,Positif
puas dengan pelayanannya,5,2026-03-17 12:08:27,Positif
"kebijakan ke driver nya gimana sih? tambah lama, dapet driver nya dengan lokasi yg jauh. mau komplen ke Driver, tapi kasian juga mereka begitu karena sistem nya. perbaiki lah, jgn asal nyomot hak driver gede aja",4,2026-03-17 11:58:24,Positif
tidak nunggu lama,4,2026-03-17 11:56:58,Positif
aplikasi is the best,5,2026-03-17 11:40:09,Positif
Mudah terkoneksi cari alamat yang dituju. Thanks! app Gojek 👍,5,2026-03-17 11:38:39,Positif
Keren pelayanannya,5,2026-03-17 11:27:47,Positif
so far tdk pernah mengecewakan,5,2026-03-17 11:27:11,Positif
Terbaik sebelum kiamat,5,2026-03-17 11:04:43,Positif
ok sangat baik,5,2026-03-17 11:04:01,Positif
Tolong ya carikan driver untuk ambil pesan makan saya yang pasti aja. Saya pesan dari jam siang sampai jam 6 sore dicancel terus.,2,2026-03-17 10:58:01,Negatif
opsi terbaik saat gk ada kendaraan pribadi..,5,2026-03-17 10:57:42,Positif
Banyak Bonus Vocher,5,2026-03-17 10:54:23,Positif
sangat membantu,5,2026-03-17 10:54:13,Positif
cepat mudah dan lbh hemat,5,2026-03-17 10:51:27,Positif
bermanfaat sekali,5,2026-03-17 10:43:53,Positif
Apakah bisa bayar dengan e-walet?,3,2026-03-17 10:43:03,Netral
Kalau dulu bagus bagus aja tapi semenjak sekarang kenapa driver sering banget cancel ya? saya udah kena cancel 4 kali loh emang sesibuk itu ya semua driver? kalau sampe 2 kali cancel masih ok lah tapi ini 4 loh di kira sebentar?? kalau emang ga mau nganterin ga usah ambil order. ngebuat orang nunggu aja.,1,2026-03-17 10:19:52,Negatif
apk ini sangat membantu saya dalam transportasi,5,2026-03-17 10:12:55,Positif
ongkirnya lumayan juga sih,5,2026-03-17 09:43:32,Positif
saya mohon pihak gopay udh hampir 1 bulan akun gopay saya kenapa masih tidak dpt di gunakan semua bukti2 jls idetitas jls semua tidak ada hal2 yg memcurigakan hp yg tersambung di perangkat jls email yg terverikasi jls masih kurang apa lg sampai akun gopay saya masih tetap dompet nya terkunci/terblokir mohon pihak gopay bantuin masalah nasabah nya sebab di akun saya masih ada saldonya uang lg sangat penting,1,2026-03-17 09:31:56,Negatif
Aplikasi Dzolim,1,2026-03-17 09:21:08,Negatif
"aplikasi dongo, ribet, mau ganti nomor dan butuh OTP saja tidak ada opsi. payah",1,2026-03-17 09:10:17,Negatif
Terimakasih gojek 🙏,5,2026-03-17 09:00:31,Positif
mantap semakin meluas ke daerah,5,2026-03-17 08:27:42,Positif
bagus,5,2026-03-17 08:25:21,Positif
"lama lamaa cari driver susah disini, udah dapet driver malah driver ngejauhin dari lokasi, seakan-akan gak mau ambil tapi juga gk mau cancel, kek gini bikin akun pemesannya yg jelek.",1,2026-03-17 08:25:01,Negatif
saya kasih bintang 5,5,2026-03-17 08:19:56,Positif
Sangat membantu,5,2026-03-17 08:16:36,Positif
mantap,5,2026-03-17 08:13:33,Positif
Aplikator perbudakan modern,1,2026-03-17 08:06:49,Negatif
baik,5,2026-03-17 08:06:19,Positif
Mulai Sombong dan congkak ni aplikator2 ojol..,1,2026-03-17 07:59:39,Negatif
"gojek error mulu loh aplikasinya, heran",3,2026-03-17 07:57:10,Netral
apk ceepet bgt driver ramah2,5,2026-03-17 07:44:06,Positif
mantap,5,2026-03-17 07:32:33,Positif
sangat membantu sekali untuk pengiriman yg da²kan di PG hari🙏🏻😊,5,2026-03-17 07:01:27,Positif
Good Jobs,5,2026-03-17 06:50:51,Positif
"Masukkan, untuk mobil sebaiknya saat pesan ada input penumpang dan besar bagasi, supaya masuk ke penambahan harga. enak sekali jika banyak menumpang dan bagasi harga sama, zholim. pesawat saja nambah penumpang dan bagasi bayar",3,2026-03-17 06:44:55,Netral
mantap!! kurir always ramah,5,2026-03-17 06:34:49,Positif
"sangat membantu, puas dan nyaman..",5,2026-03-17 06:29:33,Positif
seneng bgt n puas serta aman kl pakai gojek d malam hari,5,2026-03-17 06:25:41,Positif
sangat bagus,5,2026-03-17 06:24:24,Positif
sangat membantu,5,2026-03-17 06:09:48,Positif
"Driver tidak mau antar karena kejauhan dan meminta pelanggan yang meng cancel, driver atas nama muhammad arizky ade ayudi plat nomor B1915HFP",1,2026-03-17 06:08:26,Negatif
hebat,5,2026-03-17 06:07:46,Positif
banyak restoran yg pake foto palsu. di gambar bagus pas nyampe ekekwkwkw ngakak mending beli warteg aja langsung ... intinya kalo mau ngegojek beli resto yg udah pasti2 aja lah kfc mcdonal burgerking gacoan.. kalo rumah makan padang mending yg udah punya nama sekalian biar nyampe g zonk..aku beli nasi padang ayam serundeng 38.500rb dan nasi padang ikan 35.500yg dateng nasi putih dan ayam goreng polos to .. di gambar ada lalab ada sambel ada nangka ..nyampenya nasi putih dan ayam .apalagi ikan,1,2026-03-17 06:05:50,Negatif
"hapuskan saja pilihan2 seperti gojek hemat dan prioritas, jadikan sstu harga saja, membuat driver jadi mendiskriminasi penumpangnya",1,2026-03-17 06:04:48,Negatif
mudah murah mulus,5,2026-03-17 05:56:05,Positif
akhir2 ini susah bgt dapet driver apalagi kalo go food ga pernah ada yg mau ambil baru bisa di cancel sejam kalo emg gda yg mau ambil. buang2 waktu,1,2026-03-17 05:20:05,Negatif
Kenapa sih tiap pesan gojek selalu dikasih yg jauh. Jadi nunggu lama dgn alasan beri driver yg terbaik. Padahal disekeliling kita banyak gojek yg nganggur. Giliran di cancel nunggunya makin lama😩,2,2026-03-17 05:05:07,Negatif
"aplikasi nya sya suka hanya sja untuk pinjaman nya ko blm naik trusss padahal nya, sya byr tepat waktu dan gx pernah telat. . .",2,2026-03-17 04:57:30,Negatif
alhamsulillah sangat membantu,5,2026-03-17 04:36:38,Positif
"Go ride bulan puasa sampah banget, lagi butuh banget malah gak ada driver. Bukan cuma gua aja yang ngalamin, temen gua juga, padahal kita ngejar bus dan kejadiannya di hari yang beda, -1000000000000/10",1,2026-03-17 04:25:29,Negatif
mantaps,5,2026-03-17 04:10:05,Positif
mantaf dan sangat bermanfaat,5,2026-03-17 03:46:11,Positif
👍,5,2026-03-17 03:36:18,Positif
good joob 👍,5,2026-03-17 02:42:41,Positif
"tidak bisa batalin pinjaman padahal belum cair, tapi maksa harus pinjam, CS layanannya pun tidak bisa membantu",1,2026-03-17 02:40:47,Negatif
bagussss,5,2026-03-17 02:00:05,Positif
hadir d saat ga bs jemput anak. bravo gojekkk,5,2026-03-17 01:09:06,Positif
"aplikasi sialannn......tnpa minta sandi dh maen ptong dri gopay ajh ,mna gde bgt lg mtong ny 😭",1,2026-03-17 01:07:57,Negatif
best deh!,5,2026-03-17 01:02:39,Positif
"layanan gofood prosesnya lama, tidak seperti apl lainnya🙏🏻",1,2026-03-17 00:37:51,Negatif
Saya kecewa. tidak mendapatkan driver saat pesan gofood dijam 10 sampai jam 12 malam. sudah menunggu sampai satu setengah jam juga ngak dapat driver. Dan sudah menggunakan fitur prioritas tapi juga susah dapat driver.,1,2026-03-17 00:29:59,Negatif
"Driver nya baik, ramah, enak di ajak ngobrol... 👍👍👍...",5,2026-03-17 00:28:17,Positif
mantap aplikasinya gampang dan banyak promonya,5,2026-03-17 00:25:00,Positif
"makin ke sini, makin aneh pesanan sering dibatalkan",1,2026-03-17 00:18:53,Negatif
"lama dapat dravier, sistemnya merugikan dan kapitalis aplikator. not rekomen",1,2026-03-17 00:09:55,Negatif
sekarang banyak driver mengeluh ktanya potongan semakin banyak. jadi tiba tiba di Sruh matiin onlinenya dan driver minta offline. disatu sisi sy kasian Ama drivernya tapi kalau bgtu curang gak seh nmnya. sy sebagai konsumen kdang bingung harus mengiyakan permintaan driver atau nggak. tolong di diskusikan antara driver sama penyedia layanan. biar sama sama enak,5,2026-03-16 23:42:06,Positif
udh nunggu sejam lebih buat mesen makan tp bener bener gadapet driver samsek gilaaaa,1,2026-03-16 23:39:17,Negatif
ga jelas bgt jir....di saat yg kepepet bgt mlh ga sesuai ekspetasi,1,2026-03-16 23:28:53,Negatif
sangat membantu,4,2026-03-16 23:26:40,Positif
"skrg aplikasinya ga bangettttt masa 1 jam lebih g dpt driver pdhl g pke pengiriman hemat,gimanasi gaada perbaikan drivernya abis kah di gojek sampe se gaaada itu",1,2026-03-16 22:59:50,Negatif
sip banget,5,2026-03-16 22:29:46,Positif
gojeg selalu memberikan yang terbaik👍💯,5,2026-03-16 22:23:48,Positif
aplikasi ini sangat membantu Semoga ke depannya lebih baik lagi dan tambah maju melayani masyarakat,5,2026-03-16 22:17:51,Positif
bagus bagus,5,2026-03-16 22:16:09,Positif
"Sebagai masukan, saya juga menyarankan beberapa perbaikan pada sistem GoFood agar kejadian seperti ini tidak terulang di masa mendatang: Menyediakan pilihan kategori masalah yang lebih netral dan adil, sehingga sistem bantuan tidak hanya terkesan menyudutkan driver. Dalam beberapa kasus, permasalahan bisa berasal dari berbagai faktor seperti sistem aplikasi, restoran yang masih menerima pesanan menjelang tutup, maupun ketersediaan driver di area tersebut. Oleh karena itu, akan lebih baik jik",1,2026-03-16 22:15:22,Negatif
terima kasih sudah membantu,5,2026-03-16 22:10:42,Positif
"sekarang kalau pesan gofood lama bnget, bisa 1 jam lebih",2,2026-03-16 22:02:00,Negatif
"Jelek, buka apk nya aja lama banget",1,2026-03-16 22:00:50,Negatif
sangat membantu,5,2026-03-16 21:45:18,Positif
bagusss rekomen bangettttt,5,2026-03-16 21:42:47,Positif
ok,5,2026-03-16 21:34:39,Positif
"gojek sekarang parah, driver terlalu pilih2 penumpang..",1,2026-03-16 21:25:03,Negatif
"lama amat dpt driver gofood, sampe sejaman cm buat nyari driver, blm lagi nunggu makanan sampe",1,2026-03-16 21:21:57,Negatif
Kerja Bagus,5,2026-03-16 21:21:31,Positif
ok 👍,5,2026-03-16 21:14:48,Positif
nice,4,2026-03-16 21:02:57,Positif
good,5,2026-03-16 20:59:01,Positif
"kenapa gojek skrng susah dpt ya min?, kecewa sama gojek skrng susah bgt Nerima orderan,tiba sepi ngeluh gdk penumpang,kacau bgusan tutup aja gojek",1,2026-03-16 20:55:53,Negatif
"Keluhan tidak di tanggapi, Sulit dapat driver untuk pesan makanan, dan pesan go car juga susah nya minta ampun. drivernya udah kaya semua. nolak2 orderan.",1,2026-03-16 20:55:12,Negatif
Ok,1,2026-03-16 20:52:08,Negatif
"kalo gofood suka dapet driver yang minta tip, udah di kasih tiba2 di cancel sepihak, ga ikhlas asli di gituin. tolong diperbaiki dong orang2 kek gitu di tegur apa gimana biar mikir dikit",1,2026-03-16 20:49:09,Negatif
gercep,5,2026-03-16 20:46:48,Positif
oke,5,2026-03-16 20:44:08,Positif
tidak ada driver tapi tidak bisa dibatalin.harus nunggu lama,1,2026-03-16 20:42:42,Negatif
"dear gojek please kepada semua driver (motor atau mobil) kalo memang tidak bisa mengambil orderan jangan di terima dari awal. Saya nunggunya lama, dan malam pula. Setidaknya kalo di chat di balas PAK! memastikan orderan di terima atau tidak. Kalian tidak tau kan bahayanya nunggu lama di luar kalo sudah di malam.... Terimakasih 🙏",3,2026-03-16 20:42:06,Netral
YES SANGAT MEMBANTU TERIMAKASIH GOJEK,5,2026-03-16 20:34:10,Positif
good,5,2026-03-16 20:32:08,Positif
mntul,5,2026-03-16 20:28:54,Positif
susah dpt drivernya,1,2026-03-16 20:18:28,Negatif
"masih mendung aja susah dapet gojeknya...apalagi pas hujan, motor maupun mobil.ga ada yang nerima🤦‍♀️",3,2026-03-16 20:17:35,Netral
"kerennn banyak promo nyaa, the besttt lahhh",5,2026-03-16 20:12:44,Positif
"aplikasi sampah, udah nggak kepake lagi di hape gua, mending MAXIM, gojek driver banyak yang nganggur, bilang sibuk",1,2026-03-16 19:50:29,Negatif
sampaahh..,1,2026-03-16 19:49:55,Negatif
cepet,5,2026-03-16 19:47:09,Positif
driver lu pemalas semua,1,2026-03-16 19:35:18,Negatif
"najissss sinyalnyaa!!! sy buka apk apapun termasuk ngasih ulasan ini, sinyal baik2 aja. buka gojek, serasa ngejar masa depan, lamaaaaa bngttt ya tuhan",1,2026-03-16 19:33:04,Negatif
mantab,5,2026-03-16 19:32:55,Positif
ok semua,5,2026-03-16 19:26:45,Positif
aplikasi sangat membantu terutama untuk Gofood,5,2026-03-16 19:22:14,Positif
Madaf jiwa,5,2026-03-16 19:16:45,Positif
Alhamdulillah,5,2026-03-16 19:15:56,Positif
"Apps Gojek payah, rekomendasi titik kurang valid bikin pengguna harus setting sendiri ribet. Kalau ga semua pengguna teredukasi begini kan yang susah drivernya kasian, belum lagi kadang pengguna juga bisa diomelin driver yang ga bijak.",3,2026-03-16 19:14:53,Netral
jgn coba2 pinjem di gopay pinjem telat 2 hari aj udh di maki2 lewat pesan biasa n lewat chat di aplikasi gojeknya,2,2026-03-16 19:13:38,Negatif
"bikin gedek bgt, pesen gofood nunggu lama bgt gak kunjung dikasih driver, mau dibatalkan nunggu sejaman, ampas bgt",1,2026-03-16 19:11:53,Negatif
lagi butuh penuh terus,5,2026-03-16 19:11:26,Positif
kenapa di perum permata viola 3 blum ada di peta lokasi,5,2026-03-16 19:10:45,Positif
akhir-akhir ini susah dapat driver padahal banyak yang disekitar,1,2026-03-16 19:10:28,Negatif
woilah cik lama bgt gue dpt driver nya udh 2 jam gue kelaparan,3,2026-03-16 19:08:24,Netral
apk sampah ongkos naik terus mana susah dapet nya ngehambat aja,1,2026-03-16 19:04:38,Negatif
alhamdullah sangat membantu di waktu kita malas,5,2026-03-16 19:01:09,Positif
"susah dapet penumpang, kebanyakan ambil untung, driver nya pada menderita👎",1,2026-03-16 18:57:34,Negatif
"susah nyari driver, sudah ada icon driver kok ga dapet🥲🥲😭👎👎",1,2026-03-16 18:28:28,Negatif
"jelek banget untuk gosend nya, susah nyari alamat di maps nya untuk rumah rumah yang masuk gang, driver sering nyasar karna maps ga sesuai. fitur telfon di gojek juga jelek",1,2026-03-16 18:22:24,Negatif
"apk taek ngenteni ket mau gak oleh""driver",1,2026-03-16 18:20:05,Negatif
"terbaik, selalu ada diskon makan",5,2026-03-16 18:20:00,Positif
"Sabtu, 14 maret 2026. Pertama kali kirim buket uang pakai gosend, pas sampai penerima uang hilang 40.000. Jumlahnya 100.000 10 lembar pecahan 10.000. Awalnya ngga curiga apapun ke driver, tapi agak aneh kirim bukti gambarnya bagian belakang buket. Awalnya masih ngga sadar apapun karna sebelumnya kirim barang juga aman. Sudah ajukan kendala, kirim bukti gambar saat diterima driver dan sesudah sampai tujuan. Tapi malah muncul notif di email ""belum menerima jawaban dari pelapor"".",1,2026-03-16 18:09:49,Negatif
pelayanannya lambat + susah dapetin gojek di cancel mulu.,1,2026-03-16 18:07:30,Negatif
mantap,5,2026-03-16 18:05:36,Positif
siiiip,5,2026-03-16 18:03:30,Positif
"""Wah maaf driver lagi sibuk banget nih"" pembohong kamu, bilang aja drivernya ga mau ambil orderan saya, sakit hati saya, trus buat apa notif ""bingung mau naik apa? Gojek solusinya"" giliran saya pesan, gada tuh yg mau ambil, penipu.",1,2026-03-16 18:02:01,Negatif
jos,5,2026-03-16 18:01:57,Positif
mudah digunakan,5,2026-03-16 18:01:24,Positif
"aplikasi buruk, estimasi lama tapi tidak memberikan kepastian dapat driver. makanan tidak bisa ditolak tapi tidak bisa memastikan makanan datang.",1,2026-03-16 18:00:48,Negatif
kadang driver nya judes,2,2026-03-16 17:57:09,Negatif
buruk bgt susah driver posisi tinggal di kota sekalinya dapet di cancel malahan akreditas saya bagus mending pindsh maxim atau indriver,1,2026-03-16 17:57:06,Negatif
"drivernya lama banget suka nunda""",1,2026-03-16 17:54:44,Negatif
lumayan lamaaa bangett dapet drivernyaa😢😢😢😢😢,3,2026-03-16 17:54:40,Netral
"udah mau seminggu ini susah dapet driver, bahkan selalu ga dapet padahal udah lama banget nungguin. pake yang biasa atau hemat ga ada bedanya. yang disayangkan adalah di apk terlihat bahwa driver di sekitaran titik itu banyak, tapi ga ada satupun yang nerima. semoga permasalahan ini bisa segera diatasi",5,2026-03-16 17:51:26,Positif
NYARI DRIVER LAMA AMAT DAHHH,1,2026-03-16 17:49:23,Negatif
klau pakai goraid hemat ga taunya driver besoknya kepotong lagi ya kasihan mana jemput 2km lebih nganter 4km total 6 km driver cuma dapet 8000 hapus aj goraid hemat,1,2026-03-16 17:48:00,Negatif
mantap,5,2026-03-16 17:41:24,Positif
susah nyari driver. sekalinya dapet jauh bgt dari titik jemput,1,2026-03-16 17:35:59,Negatif
"susah banget dapet driver pas hujan, padahal yg aku pilih itu gocar prioritas. ga ngerti lagi deh, di map udh jelas klo ada driver terdekat tapi ga mau diterima. jarak ke tujuan juga ga nyampe 2km",1,2026-03-16 17:34:16,Negatif
"pelayanan baik,atribut lengkap dan nyaman di jalan",5,2026-03-16 17:29:09,Positif
nice,5,2026-03-16 17:24:11,Positif
"aplikasi sangat bermanfaat untuk berpergian,pesan langsung dapat driver yang jaraknya cukup dekat top pokoknya dah 👍",5,2026-03-16 17:21:37,Positif
"makin lama makin tolol, driver yg deket banyak mental yang jauh",1,2026-03-16 17:21:24,Negatif
"gojek sangat baikkk, pelayanan nyaaa bagusss",5,2026-03-16 17:19:28,Positif
aplikasi bagus sekali (ayo Mabar epep),5,2026-03-16 17:18:18,Positif
lama nunggu drivernya ojol terjelek yang pernah saya pakai,1,2026-03-16 17:17:34,Negatif
"gojek makin gajelas dulu gabisa pake go cicil skrg gojek plus gabisa di refund kukira cuma berlaku 3 bulan saja eh malah lanjut dan gabsa di refund, nyesek bgt. pemberitahuan minim bgt",1,2026-03-16 17:14:42,Negatif
lama bangat nunggu driver nya,1,2026-03-16 17:14:34,Negatif
